T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
29.2,37.5,20.0,1006.1,38.0,2.6,5.9,14.8,105.0
31.1,37.8,21.7,1005.6,34.0,1.8,8.1,27.8,117.0
29.9,37.8,22.2,1006.7,35.0,2.6,6.7,14.8,20.791666666666668
29.8,37.0,22.4,1006.5,33.0,1.9,8.1,14.8,64.79166666666667
29.3,36.1,23.3,1007.6,39.0,1.9,7.4,22.2,87.0
29.8,36.6,21.4,1007.8,37.0,1.9,8.1,18.3,84.0
28.2,36.6,21.9,1007.1,45.0,1.9,6.5,16.5,46.0
28.3,36.4,20.1,1004.0,47.0,1.9,6.3,14.8,104.0
32.1,40.2,20.8,1000.1,28.0,2.1,10.4,24.1,109.0
29.0,37.1,21.9,1001.7,31.0,2.7,7.2,14.8,63.0
29.1,37.8,19.5,1002.9,37.0,1.9,4.1,14.8,77.0
29.3,37.9,20.3,1002.9,35.0,2.3,4.4,11.1,110.0
30.5,38.6,20.7,1003.4,36.0,1.9,7.6,14.8,42.95833333333334
27.2,33.2,20.9,1010.1,53.0,1.9,7.6,14.8,30.875
28.6,34.6,21.5,1009.9,51.0,2.3,4.6,14.8,75.0
30.0,37.4,22.5,1009.0,48.0,2.6,3.0,9.4,106.0
31.1,38.5,23.2,1007.7,45.0,1.9,3.7,7.6,120.0
29.9,38.5,24.3,1008.3,53.0,1.9,6.7,22.2,79.91666666666667
31.8,39.2,24.8,1005.0,38.0,1.9,8.1,18.3,38.5
31.4,39.2,22.8,1002.9,24.0,1.9,11.5,25.9,94.0
29.9,38.8,21.7,1000.8,29.0,1.9,12.0,24.1,142.0
29.7,38.3,21.6,999.3,35.0,1.9,10.2,22.2,133.0
31.4,42.0,19.8,999.0,38.0,1.9,2.6,11.1,102.0
32.7,42.0,24.3,1000.6,37.0,1.9,3.1,9.4,101.0
32.9,41.6,26.0,1001.4,46.0,1.9,3.7,7.6,117.0
32.8,40.8,25.3,1002.0,36.0,1.8,7.2,24.1,147.0
34.1,42.0,23.7,1001.4,29.0,1.9,9.3,18.3,158.0
34.1,42.0,26.8,1000.8,32.0,1.9,7.8,14.8,149.0
33.6,41.9,25.2,1000.2,35.0,1.9,10.2,18.3,107.29166666666669
31.0,40.6,24.6,1000.0,40.0,1.9,14.8,22.2,96.0
30.2,36.1,25.4,1003.5,46.0,2.3,7.0,14.8,76.0
30.9,37.6,23.2,1003.7,44.0,1.9,3.5,11.1,101.0
32.9,39.8,24.7,1001.0,38.0,1.9,5.6,13.0,106.0
30.6,37.4,24.8,1000.8,47.0,1.9,2.2,7.6,128.0
33.0,40.8,25.4,998.5,39.0,1.8,7.2,22.2,108.0
33.4,42.2,25.2,999.9,32.0,1.9,8.9,22.2,125.0
33.1,43.2,25.6,998.5,39.0,1.9,11.7,48.2,137.0
36.2,44.6,25.9,999.2,29.0,1.9,15.0,27.8,101.0
36.2,44.6,29.2,999.1,32.0,1.9,10.6,18.3,98.0
36.8,45.1,28.0,999.1,26.0,1.9,12.0,25.9,94.0
36.8,45.1,30.3,998.7,29.0,1.9,17.6,29.4,118.0
37.9,45.7,31.4,996.8,29.0,1.9,15.2,25.9,89.0
37.4,45.7,29.5,996.6,36.0,1.9,10.0,25.9,87.0
37.7,45.0,30.5,998.1,32.0,1.9,10.0,22.2,107.0
36.2,43.6,29.3,998.4,32.0,2.3,8.1,20.6,110.0
35.6,42.6,30.2,999.3,41.0,1.9,8.1,20.6,95.0
35.6,43.0,29.0,999.8,36.0,1.8,8.5,22.2,93.0
34.9,43.0,27.8,999.2,32.0,1.9,6.9,16.5,97.0
33.8,42.8,27.8,998.9,32.0,1.9,8.3,20.6,76.95833333333333
33.6,40.6,24.8,998.8,47.0,1.9,10.6,18.3,72.0
31.9,40.6,26.7,1002.0,61.0,1.9,13.5,20.6,38.0
32.4,38.5,26.6,1001.0,63.0,2.3,13.3,22.2,45.0
34.1,40.3,28.8,999.7,59.0,1.9,10.9,16.5,65.0
35.9,41.7,28.2,999.9,49.0,1.9,5.0,9.4,67.0
37.3,43.6,30.5,997.8,42.0,1.9,9.3,22.2,80.0
32.2,43.6,26.0,997.4,64.0,1.9,10.2,18.3,74.0
34.1,43.2,25.7,997.9,57.0,1.9,7.4,14.8,66.0
34.2,39.8,29.1,996.7,64.0,1.9,13.7,18.3,77.0
35.1,40.2,30.2,995.2,52.0,1.9,8.5,14.8,70.0
36.6,41.6,29.6,995.3,50.0,1.9,8.1,14.8,75.0
30.4,41.6,27.8,999.5,68.0,1.9,13.7,22.2,37.0
34.1,39.2,27.2,997.8,62.0,1.9,6.5,11.1,57.0
30.3,39.2,28.8,998.6,75.0,1.9,10.2,22.2,56.0
30.4,38.6,27.8,997.7,73.0,1.9,8.0,22.2,77.0
29.8,38.6,24.6,997.9,71.0,2.3,12.6,16.5,32.0
27.1,31.5,23.7,996.5,90.0,1.8,8.5,11.1,40.0
26.9,31.5,23.5,994.7,90.0,1.4,8.3,16.5,42.0
28.6,32.1,23.5,996.7,85.0,1.1,5.4,11.1,93.0
29.7,35.5,24.8,999.0,76.0,1.9,4.3,14.8,80.0
33.0,38.4,25.3,997.6,58.0,1.8,4.8,13.0,90.0
35.6,41.0,27.3,995.5,49.0,1.9,7.4,18.3,97.0
35.9,41.0,31.2,996.0,47.0,1.9,10.9,22.2,79.0
35.2,40.6,29.8,995.4,59.0,1.9,7.6,22.2,87.0
33.4,39.4,29.4,996.1,62.0,1.9,13.0,20.6,63.5
31.0,39.4,27.8,999.2,74.0,1.9,11.5,18.3,50.0
31.2,35.7,27.2,998.4,75.0,1.9,6.3,14.8,40.0
31.2,37.1,27.6,996.8,71.0,1.9,8.1,20.6,49.0
31.5,37.1,25.9,996.1,71.0,1.9,8.9,14.8,43.0
32.3,39.8,28.5,995.3,66.0,1.9,11.1,25.9,52.0
32.7,39.8,25.2,997.2,59.0,1.9,10.6,22.2,49.0
33.9,39.2,27.8,995.2,62.0,1.9,8.9,14.8,61.875
31.6,37.6,26.9,997.5,76.0,1.9,6.5,11.1,29.66666666666667
32.4,37.5,28.4,997.1,73.0,1.9,9.3,14.8,47.0
32.1,37.5,28.3,997.6,72.0,1.9,11.9,18.3,37.0
31.2,36.7,27.3,1000.4,75.0,1.9,11.3,14.8,33.0
31.1,35.0,27.9,1000.1,81.0,1.9,7.2,11.1,49.125
30.3,35.8,27.2,997.5,78.0,1.9,7.6,14.8,43.0
29.2,35.4,24.6,996.4,81.0,1.8,7.4,14.8,29.0
29.8,35.1,22.8,995.8,79.0,1.9,6.5,18.3,29.66666666666667
31.7,36.2,26.8,997.9,74.0,1.9,8.1,16.5,56.0
29.0,36.2,27.3,999.9,90.0,1.8,5.6,14.8,39.0
31.8,36.7,25.8,998.8,75.0,1.9,8.3,14.8,35.0
31.1,37.2,28.2,997.5,76.0,1.9,3.9,11.1,37.0
31.7,37.2,26.8,998.3,78.0,1.9,7.8,11.1,41.0
29.8,36.4,28.0,999.0,87.0,1.8,4.6,11.1,53.0
30.8,35.1,26.7,997.9,82.0,1.9,6.1,11.1,54.0
30.4,34.1,27.2,995.6,84.0,1.6,4.4,11.1,65.0
30.9,35.4,25.8,995.0,77.0,1.9,10.4,18.3,38.0
26.8,35.4,24.2,999.0,93.0,1.1,6.3,14.8,36.0
29.1,33.8,23.9,996.3,86.0,1.4,2.6,55.4,70.0
29.5,32.7,26.7,996.9,84.0,1.6,5.7,13.0,52.0
31.2,35.5,26.0,997.9,78.0,1.9,4.3,9.4,36.0
30.2,37.1,27.9,997.2,84.0,1.4,4.8,14.8,45.0
28.5,34.4,26.3,995.5,87.0,1.6,7.0,14.8,33.0
30.4,35.1,24.8,995.2,77.0,1.9,5.2,14.8,38.0
30.0,35.5,26.2,997.5,83.0,1.9,3.7,11.1,26.0
32.4,36.0,27.0,997.9,72.0,1.9,5.7,11.1,57.0
30.9,36.0,27.2,997.4,81.0,1.9,5.9,14.8,30.0
30.2,36.0,25.8,996.9,82.0,1.9,8.9,14.8,35.0
29.0,33.7,26.9,996.5,82.0,1.9,9.8,14.8,15.0
31.1,34.9,25.9,998.2,76.0,1.9,6.7,11.1,41.0
31.8,36.0,27.5,999.6,71.0,1.9,11.7,18.3,25.0
32.2,36.1,27.4,1000.8,69.0,1.9,9.3,14.8,28.0
32.3,36.1,27.5,1000.0,70.0,1.9,4.4,7.6,40.0
29.4,35.8,27.7,1000.7,82.0,1.4,6.1,11.1,39.0
27.3,34.3,25.8,1002.4,92.0,1.4,4.8,11.1,41.0
28.4,30.6,25.3,1001.8,88.0,1.4,3.1,7.6,50.0
28.1,30.8,25.8,1000.6,88.0,1.9,8.0,18.3,35.0
27.4,30.8,25.4,1000.8,90.0,1.9,3.1,9.4,31.0
29.3,34.9,25.0,1000.2,83.0,1.9,5.7,13.0,36.0
29.8,33.2,26.1,1001.5,82.0,2.3,6.7,11.1,33.0
30.3,34.6,26.7,1001.1,80.0,1.9,7.0,11.1,35.0
30.1,34.6,27.2,1000.0,79.0,1.9,10.2,18.3,35.0
29.7,34.9,26.1,1000.3,79.0,1.9,8.3,18.3,26.0
27.7,30.7,24.8,1001.8,88.0,1.9,7.2,14.8,21.0
26.9,30.5,25.4,1000.2,93.0,1.6,5.7,13.0,18.0
27.3,32.6,23.5,999.3,92.0,1.3,13.9,75.6,28.0
28.9,33.1,24.4,999.6,83.0,1.9,2.8,7.6,34.0
28.4,33.1,26.0,1000.0,86.0,1.9,5.0,18.3,35.0
27.4,33.5,24.4,999.1,90.0,1.1,5.4,18.3,43.0
29.2,34.4,24.8,999.0,81.0,2.1,7.8,29.4,46.0
28.5,34.4,24.9,1001.4,82.0,1.9,4.8,11.1,28.0
30.7,35.0,25.3,1001.3,79.0,1.6,2.4,7.6,70.0
31.9,36.5,26.7,1000.8,75.0,1.6,10.9,72.0,58.0
30.4,36.5,27.8,999.3,82.0,1.4,2.0,7.6,82.0
32.1,36.7,26.8,998.1,74.0,1.9,6.5,14.8,64.0
32.0,35.5,27.6,999.8,65.0,2.6,16.9,29.4,30.0
29.9,35.5,26.5,1003.8,69.0,1.9,7.6,14.8,31.0
30.6,35.1,25.6,1003.9,70.0,1.9,7.4,22.2,41.0
29.3,31.8,24.3,1003.4,79.0,1.9,3.7,7.6,45.0
29.1,34.2,25.9,1003.4,76.0,1.9,5.6,9.4,34.0
30.2,35.6,25.6,1003.6,68.0,3.1,14.8,22.2,33.0
31.7,35.9,27.0,1003.6,59.0,2.6,14.4,22.2,30.0
31.6,36.3,25.9,1002.7,58.0,2.7,15.4,25.9,30.0
31.1,36.3,25.8,1002.2,58.0,2.7,15.6,25.9,31.0
30.7,35.6,25.4,1001.6,57.0,2.6,14.6,25.9,34.0
30.2,35.2,25.3,1003.6,63.0,1.9,11.7,22.2,11.625
31.0,35.5,26.4,1007.7,67.0,1.9,2.0,7.6,26.16666666666667
30.6,36.0,25.8,1007.2,74.0,1.6,2.8,7.6,76.875
31.2,36.4,25.8,1004.4,69.0,1.9,2.0,7.6,83.0
31.6,36.8,25.9,1001.5,63.0,2.4,3.9,11.1,71.0
29.7,33.8,24.8,1002.9,66.0,1.9,6.3,14.8,65.0
29.2,35.8,22.8,1002.9,61.0,2.6,3.5,11.1,53.0
29.7,36.0,23.5,1002.7,61.0,2.7,6.3,18.3,56.0
29.9,36.2,23.4,1002.5,66.0,1.9,1.9,7.6,69.0
28.7,34.1,25.2,1002.9,76.0,1.9,9.6,51.9,62.0
26.3,34.1,24.0,1003.4,87.0,1.9,6.1,11.1,24.0
28.8,34.8,22.7,1001.9,81.0,2.3,4.8,14.8,37.0
30.6,35.0,25.3,1001.3,72.0,1.9,4.8,11.1,50.0
30.9,35.6,26.3,1002.7,72.0,2.3,5.7,11.1,46.0
28.6,35.6,25.3,1005.4,79.0,2.6,5.7,13.0,43.0
28.6,34.5,24.0,1006.7,81.0,1.9,3.9,9.4,41.0
29.0,34.2,24.3,1005.8,76.0,1.9,7.4,20.6,38.0
29.9,34.8,24.3,1005.1,74.0,1.9,1.3,3.5,48.0
28.0,31.2,25.4,1003.8,84.0,1.6,5.9,11.1,76.0
27.1,31.4,23.8,1005.0,86.0,1.9,5.2,11.1,34.458333333333336
29.1,34.0,23.8,1007.8,72.0,1.9,6.5,13.0,30.33333333333333
28.9,34.9,25.6,1009.5,68.0,2.6,7.6,13.0,26.0
27.9,33.7,23.2,1008.4,67.0,2.6,10.0,14.8,29.0
24.8,33.7,22.5,1007.3,88.0,1.9,6.9,18.3,34.0
28.4,34.0,22.3,1004.3,73.0,2.1,2.0,7.6,62.0
29.3,34.0,23.4,1006.5,74.0,1.9,2.6,7.6,65.0
29.4,34.5,24.3,1009.1,73.0,1.8,1.3,3.5,61.0
30.1,34.5,24.8,1010.0,72.0,1.8,1.5,7.6,60.54166666666666
30.1,35.6,24.8,1010.5,72.0,2.1,4.6,11.1,41.0
29.9,35.1,23.8,1010.5,70.0,1.9,3.3,11.1,50.0
23.6,35.1,21.2,1011.3,92.0,1.6,4.6,11.1,40.0
26.7,30.8,21.5,1008.3,84.0,1.8,3.0,14.8,60.0
27.4,33.1,22.8,1008.0,85.0,1.6,0.4,3.5,80.0
27.5,32.5,23.0,1007.1,80.0,1.8,6.1,18.3,82.0
26.6,32.6,21.1,1008.8,76.0,1.6,3.3,11.1,95.0
26.9,33.5,20.0,1009.1,75.0,1.4,0.4,3.5,115.0
27.7,34.7,21.0,1010.1,75.0,1.3,0.9,3.5,149.0
27.1,33.2,21.8,1010.7,76.0,1.4,0.4,3.5,145.0
25.6,33.2,19.5,1011.5,67.0,1.4,3.7,14.8,126.0
25.0,32.8,17.6,1010.8,69.0,1.4,1.1,5.4,136.0
24.8,32.3,17.3,1009.7,68.0,1.4,1.5,7.6,160.0
25.0,33.6,18.0,1013.6,72.0,1.4,1.1,9.4,168.0
24.5,31.8,18.2,1013.1,72.0,1.3,1.3,3.5,174.0
24.1,30.0,17.5,1011.2,74.0,1.0,1.5,9.4,245.0
24.3,31.4,18.5,1011.2,72.0,1.1,0.4,3.5,261.0
23.0,31.0,18.0,1010.6,71.0,0.8,2.6,9.4,272.0
23.1,30.6,16.8,1010.0,66.0,1.1,5.0,14.8,226.0
22.5,31.5,15.4,1011.4,69.0,1.0,3.5,11.1,291.0
23.7,32.5,15.4,1012.7,65.0,1.3,2.0,9.4,207.0
24.1,30.1,16.7,1014.0,62.0,1.4,3.3,11.1,149.0
23.8,30.5,18.4,1013.5,71.0,1.6,1.3,3.5,99.0
22.4,28.6,16.3,1014.6,67.0,1.0,5.4,11.1,217.0
20.9,28.1,13.6,1016.0,59.0,0.8,6.3,18.3,309.375
19.9,28.3,12.6,1017.6,63.0,1.1,1.9,7.6,166.91666666666666
19.9,27.5,12.9,1016.1,73.0,0.8,2.8,7.6,332.0
20.1,27.1,14.0,1015.5,78.0,0.6,3.9,11.1,321.0
18.9,27.1,14.5,1015.2,80.0,0.6,1.3,7.6,278.0
19.1,25.6,12.4,1016.6,79.0,0.8,0.4,3.5,192.0
17.9,26.0,12.0,1016.6,74.0,0.6,4.3,14.8,235.0
18.4,26.6,12.2,1013.2,69.0,1.1,5.0,14.8,153.0
16.6,26.6,11.5,1014.0,75.0,1.3,0.7,5.4,171.0
17.8,26.2,11.0,1014.3,68.0,1.0,3.0,11.1,224.0
17.6,25.6,11.2,1015.2,68.0,1.1,3.5,14.8,196.75
17.0,26.6,10.0,1016.5,70.0,1.1,0.9,7.6,221.0
15.7,27.0,9.2,1017.8,71.0,1.1,2.4,11.1,251.0
18.6,27.2,11.0,1016.9,61.0,1.4,7.4,14.8,172.0
17.8,26.9,11.4,1015.4,67.0,1.4,7.2,20.6,166.0
18.2,28.1,10.4,1012.6,61.0,1.8,2.6,11.1,130.0
18.0,28.5,10.2,1013.2,68.0,1.1,2.0,11.1,194.0
17.5,28.5,11.0,1015.7,78.0,0.8,1.1,5.4,250.0
16.8,27.1,10.8,1014.8,80.0,0.8,0.7,5.4,274.0
19.3,27.5,11.5,1014.7,63.0,1.1,5.2,14.8,207.0
21.1,28.8,13.8,1012.8,57.0,1.6,9.4,22.2,134.0
21.3,28.8,15.0,1011.9,58.0,1.9,9.6,16.5,110.0
19.0,28.8,12.5,1014.7,72.0,1.6,2.8,9.4,160.0
18.5,28.1,11.6,1017.6,73.0,1.1,1.9,11.1,217.0
17.9,28.0,10.5,1016.8,69.0,1.4,4.8,18.3,184.0
18.1,27.2,11.8,1015.6,71.0,1.6,7.4,20.6,130.0
18.1,28.0,10.0,1016.1,66.0,1.4,1.7,7.6,118.0
17.2,28.4,9.8,1015.8,73.0,1.1,1.9,11.1,176.0
17.4,28.4,9.2,1016.6,74.0,1.1,1.5,11.1,185.0
17.2,27.6,10.0,1017.0,73.0,1.3,4.3,14.8,195.0
17.2,25.5,10.1,1015.3,73.0,1.6,6.9,20.6,151.0
16.3,25.5,10.0,1014.0,76.0,1.1,3.7,9.4,170.0
16.0,26.1,9.1,1014.4,81.0,1.0,1.1,5.4,239.0
16.2,25.3,9.5,1013.4,81.0,0.8,2.2,14.8,312.0
15.3,24.5,9.1,1013.8,84.0,0.8,2.6,11.1,237.0
16.7,24.8,9.1,1014.1,75.0,1.3,6.5,22.2,179.0
17.7,24.8,11.8,1012.7,68.0,1.8,16.9,27.8,122.0
16.5,24.5,10.8,1012.2,74.0,1.6,10.2,22.2,121.0
15.4,24.9,8.2,1012.8,82.0,1.0,0.7,3.5,202.0
15.5,24.9,9.4,1015.1,88.0,0.6,2.6,7.6,260.0
15.3,24.4,8.8,1015.6,91.0,0.3,1.1,5.4,403.0
14.8,22.6,9.0,1014.2,94.0,0.2,0.9,3.5,455.0
14.8,22.6,8.9,1012.6,94.0,0.3,2.0,11.1,382.0
16.3,22.4,10.8,1012.8,91.0,0.6,3.1,11.1,277.0
15.4,19.7,11.6,1016.0,93.0,0.6,4.4,9.4,284.0
14.6,15.9,12.5,1016.9,95.0,0.5,0.4,3.5,288.0
15.3,17.4,12.0,1018.4,96.0,0.5,1.5,7.6,256.0
14.3,18.4,10.8,1020.6,91.0,0.8,9.1,18.3,175.0
13.3,19.7,8.5,1021.3,88.0,0.8,5.7,18.3,180.0
13.6,20.4,7.5,1020.7,67.0,1.1,10.2,40.7,166.0
12.3,20.6,6.2,1019.4,71.0,1.3,4.4,18.3,169.0
11.9,17.1,6.5,1018.6,84.0,1.1,1.1,5.4,186.0
10.9,20.0,4.9,1019.2,72.0,1.4,5.4,16.5,185.0
10.7,20.0,4.5,1018.7,73.0,1.3,6.1,11.1,114.08333333333331
12.3,19.7,2.4,1018.0,81.0,1.1,6.5,11.1,140.45833333333334
14.3,19.2,10.9,1020.5,91.0,1.6,4.8,11.1,108.0
13.2,18.2,9.2,1021.0,92.0,0.8,7.6,11.1,255.0
11.1,18.3,5.0,1020.2,80.0,1.1,8.0,14.8,217.08333333333331
12.7,19.8,5.2,1017.9,78.0,1.3,5.4,14.8,229.16666666666663
12.8,19.8,7.2,1016.2,90.0,0.5,1.1,5.4,392.0
12.4,19.3,7.8,1014.5,91.0,0.3,0.4,3.5,536.0
11.9,20.7,4.4,1017.9,78.0,0.8,1.9,7.6,264.0
11.7,20.7,6.5,1017.3,89.0,0.3,0.9,7.6,404.5
12.0,20.2,7.1,1019.5,85.0,0.8,6.7,14.8,220.0
12.8,20.6,6.3,1020.8,83.0,0.8,3.1,9.4,251.0
13.9,21.6,7.0,1019.6,74.0,0.8,1.1,9.4,188.5
14.9,22.1,8.9,1017.2,78.0,1.0,2.8,7.6,164.75
12.0,22.1,9.6,1019.7,95.0,0.3,0.4,3.5,376.0
12.3,17.7,9.0,1019.7,92.0,0.5,1.7,7.6,362.0
12.0,17.7,8.0,1017.6,96.0,0.6,1.1,9.4,235.625
13.4,22.3,11.5,1020.6,98.0,1.4,6.9,13.0,57.0
15.3,17.8,12.7,1019.8,97.0,1.1,6.9,9.4,114.0
15.6,20.0,12.4,1020.3,91.0,0.8,6.7,11.1,148.125
13.9,20.0,11.0,1019.3,91.0,0.8,8.1,13.0,184.0
11.7,18.2,9.4,1019.9,96.0,0.5,8.3,11.1,202.0
14.3,20.3,9.9,1019.1,88.0,0.6,8.9,14.8,205.0
16.6,24.0,10.1,1018.8,75.0,1.3,10.0,14.8,214.0
16.6,24.0,9.5,1016.6,71.0,1.1,7.4,14.8,202.0
15.1,24.0,10.0,1018.5,85.0,0.5,4.6,11.1,308.0
14.4,20.5,10.2,1019.3,87.0,0.3,0.9,3.5,323.0
14.8,21.1,10.0,1019.3,86.0,0.5,3.0,11.1,315.0
13.9,21.1,10.8,1019.8,83.0,0.8,2.6,7.6,322.0
15.3,24.4,6.8,1016.9,79.0,0.6,1.9,7.6,246.0
18.6,27.8,8.9,1014.4,65.0,1.3,5.6,57.6,200.91666666666663
18.8,27.8,12.6,1010.9,68.0,1.3,4.8,72.0,187.0
17.1,25.7,11.8,1011.5,74.0,1.3,1.7,7.6,187.0
