SNO,T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
123,31.8,41.7,26.2,1003.7,43,1.9,7.4,18.3,55
124,31.9,39.7,21.6,1003.2,40,1.9,5.9,9.4,79
125,30,39.7,25.6,1006,56,2.3,10.2,14.8,81
126,30.2,35.8,23.1,1006.9,57,1.9,7,14.8,73
127,31.8,38.6,24.2,1004.3,54,1.9,1.9,7.6,108
128,32.2,39.5,25.2,1002.1,45,1.6,9.3,16.5,198
129,30.7,39.5,21.4,1000.5,43,1.6,6.5,14.8,120
130,30.1,37.6,23,1000.9,45,1.9,7.8,20.6,117
131,30.1,35.2,25,1003.8,49,1.9,7.2,13,86
132,28.2,35.3,24.2,1005,60,8.9,10.9,27.8,88
133,25.2,30.6,18,1008.2,71,2.6,10,20.6,60
134,26.9,32.1,19,1006.6,62,1.8,8.5,18.3,79
135,29.7,35.4,23,1004.1,48,1.8,11.1,16.5,133
136,31.1,36.7,25,1003.5,46,2.6,9.4,22.2,87
137,30,36.9,24.1,1007.1,54,2.6,7.2,18.3,107
138,32.4,39.1,24.4,1006.8,39,1.9,14.8,27.8,76
139,32.3,39.1,24,1006.6,36,2.3,11.7,24.1,53
140,31.9,38.8,26.5,1006,39,2.3,8.7,22.2,65
141,32.8,38.6,24.8,1002.3,40,1.9,9.6,18.3,83
142,33.3,40.6,24.2,999.6,39,2.6,11.1,27.8,86
143,34.5,43.6,25.8,1000,39,2.3,19.4,29.4,65
144,31.6,43.6,25.5,1004,55,2.6,6.7,14.8,44
145,32.4,40.6,23.2,1005.2,45,2.7,8.9,14.8,40
146,30,36.4,21.4,1007.2,60,2.6,4.1,14.8,48
147,31.8,38.8,24,1004.8,54,1.9,2.6,7.6,103
148,33.6,40.6,25.6,1001.3,47,2.6,3.9,13,119
149,35.3,43.7,26.3,999.2,43,2.7,4.4,11.1,124
150,33.9,43.7,29.1,999.4,48,1.8,7.8,14.8,143
151,34.6,42.8,25,999.6,46,1.8,6.3,18.3,143
152,32.9,41.6,25.6,1003,44,2.9,17.4,55.4,44
153,32.8,39.9,25,1003.3,48,2.6,4.6,14.8,71.95833333333333
154,34.8,41.7,26.5,1000,40,2.6,6.5,14.8,17.5
155,35.3,43.4,26,998,39,1.8,7.2,16.5,87
156,36.9,44.7,27.7,996.1,34,2.6,8.5,14.8,84
157,37.4,45,29.4,995.1,36,2.3,10.2,18.3,85.54166666666667
158,38.5,44.9,30.8,994,31,1.9,13.1,29.4,101
159,37.8,45.1,28.6,993.3,34,1.9,6.7,18.3,76
160,37.9,45.5,30.1,993.1,38,1.9,5.9,16.5,84.33333333333333
161,37.3,45.5,28.1,994.8,28,1.9,12,24.1,84
162,37.5,43.6,31.2,995.7,31,2.3,14.8,27.8,83
163,33,43.6,28.4,997.1,49,1.9,24.3,55.4,55
164,30.3,41.1,22.7,997.7,62,2.6,16.7,29.4,48
165,30.5,37.1,25.5,997.3,73,2.6,6.5,22.2,64.45833333333333
166,33.9,40.6,28,997,59,2.1,8.1,25.9,80.54166666666667
167,36.4,41.2,30.6,995.5,50,2.7,10.9,20.6,58.083333333333336
168,36.8,43.3,31.2,994.2,48,2.6,15.9,25.9,49.958333333333336
169,34.4,43.3,29.2,994.3,61,1.9,10.9,24.1,101.70833333333333
170,35.6,41.4,28.4,993.2,55,1.9,10.9,18.3,65.41666666666667
171,37.9,43,31,991.5,44,2.3,17.8,25.9,54.666666666666664
172,36.9,41.7,32.7,994,49,1.9,9.8,24.1,78
173,34.5,41.7,30.3,996.3,55,1.9,4.4,11.1,73
174,32.7,38.8,29.4,995.9,56,1.9,6.3,14.8,58
175,33.1,39,26.5,995.4,54,2.3,10.2,22.2,61
176,33.3,39,25.3,997.7,56,1.9,9.8,16.5,49
177,32.4,38.1,23.5,1000.8,66,1.9,3.3,7.6,65.875
178,34.7,39.9,28.8,1001.5,55,1.9,9.4,22.2,72.41666666666667
179,34.7,39.9,29,999.4,57,1.9,5.9,11.1,71
180,33.1,39.7,26,997.7,63,1.9,9.6,25.9,74
181,32.2,39.7,25.2,997.6,72,1.9,3.1,11.1,107.16666666666667
182,31.2,35.2,27,1000.9,71,1.9,6.3,11.1,184.66666666666666
183,29.5,36.6,25.5,1000.9,76,1.8,5.7,14.8,113.33333333333333
184,28.9,36.6,26.1,998.4,80,1.9,5.2,14.8,146.20833333333334
185,32.5,36.8,26,996.8,68,1.8,4.1,14.8,65.375
186,34,38.6,29,998.8,60,1.9,4.6,18.3,111.04166666666667
187,30.8,38.6,28.4,1000.4,66,1.9,4.3,20.6,111.125
188,34,38.8,26.8,998.1,55,1.9,5.6,14.8,112.29166666666667
189,34.9,40.3,28.6,996.8,48,1.9,9.6,25.9,60.625
190,35.9,40.5,29.6,996.3,46,1.9,13.7,27.8,71
191,36,41.3,30,996.8,46,1.9,11.3,27.8,57.041666666666664
192,36.7,42,30.1,996.2,45,2.7,8.9,22.2,67.41666666666667
193,36.4,42.3,30.5,996.1,54,1.9,4.3,9.4,132.70833333333334
194,33.3,42.3,29.2,997.8,69,1.9,5.2,9.4,153.41666666666666
195,32.4,40.2,25.9,997.2,74,1.9,6.7,14.8,134.95833333333334
196,33.2,39,28.5,996.2,68,1.9,8.9,11.1,81.125
197,32.6,39,27.9,997.2,70,1.9,10.4,13,197.66666666666666
198,30.8,36.8,26.4,995.9,77,1.9,6.7,14.8,160.75
199,27.3,36.8,24.6,994.9,88,1.9,2.6,11.1,29.125
200,29.8,33.6,25.4,995.1,76,1.9,6.3,18.3,52.25
201,30.8,34.6,26.5,996.6,74,1.9,6.3,14.8,160.375
202,32.1,35.8,27.2,996.1,71,1.9,4.6,9.4,99.375
203,31.7,36.3,29.4,997,75,1.9,7.2,29.4,123.875
204,30.7,34.1,28.2,997.8,77,1.9,8.1,16.5,131.41666666666666
205,30.7,34,27,998.7,70,1.9,12,20.6,53.875
206,30.7,33.9,26.5,1000.8,70,1.9,10,14.8,31
207,32.5,37.5,27.6,1001.9,67,1.9,7.2,18.3,47
208,31.7,37.5,28.1,1002.1,71,1.9,2.4,33.5,38
209,30.2,37.4,27.7,999.3,80,1.6,4.3,14.8,42
210,30.3,34.9,25.8,999.4,76,1.9,5.7,11.1,35
211,31.9,36.5,26.6,999.6,72,1.9,4.1,11.1,43
212,32.5,36.5,28.2,999.9,71,1.9,7.8,16.5,35
213,33.3,37.7,28.1,998,66,1.9,6.5,9.4,25.083333333333332
214,30.3,35.3,28.4,996.9,81,1.9,0.9,7.6,45
215,31.4,36.6,27,995.3,72,1.9,5.7,13,33
216,30.5,36.6,27.8,996.1,75,1.9,5.2,11.1,31
217,29.8,35.4,26.8,997.5,82,1.4,1.9,11.1,69
218,32.6,35.5,30,996.3,67,1.9,7.4,9.4,62
219,31,34,29,996.8,71,1.9,5.6,16.5,26
220,30.9,35,27.6,998.4,73,1.9,5.9,14.8,30
221,30.9,35.4,27,1000.3,75,1.9,4.8,16.5,29
222,28.8,32.5,27.6,1000.8,88,1.9,3.5,13,47
223,31,36,25,999.8,76,1.6,3,7.6,48
224,32.1,36.6,27.6,998.6,65,1.9,8.3,13,37.125
225,32,36.6,27,998.1,63,2.3,20.7,27.8,23
226,30.5,36.2,25.4,997.3,65,2.3,18.5,29.4,22
227,31.2,35.7,27.6,999,62,1.9,14.6,27.8,25
228,30.6,35.2,26.2,1002.9,67,1.9,6.9,18.3,32
229,31.3,36.3,25.8,1003.1,60,2.3,7.2,14.8,31
230,31.8,36.4,27,1005.3,63,1.9,5.6,13,56
231,33,37,27,1004.8,59,1.9,6.9,16.5,66
232,33.3,38.4,28,1002.5,54,1.9,8.9,18.3,64
233,32.6,38.4,28,1001.3,51,1.9,10.9,27.8,47
234,32.9,38.1,26.4,1002.5,54,2.3,8.5,22.2,48
235,33.1,38.2,27.5,1003.2,53,1.9,9.3,22.2,51
236,33.2,38.2,28,1003,53,2.7,11.3,25.9,43
237,33.7,39.1,27.5,1002.6,53,2.7,7.8,16.5,33.5
238,34.1,39.4,29,1001.5,49,3.1,10,18.3,43
239,34.1,39.4,27.5,1001.1,53,2.9,8,20.6,38
240,29.7,38.2,27.2,1003.9,73,2.3,6.7,35.2,29.166666666666668
241,30.4,37.2,26,1003.5,75,1.9,3.7,14.8,37.375
242,28.7,34.8,23.7,1002.5,82,1.9,4.3,14.8,60
243,27.5,34.8,25,1001,89,1.9,4.3,16.5,49
244,29.5,35.3,24.6,1001.1,71,2.3,10.9,48.2,19
245,29.4,35.3,26.3,1001.7,76,2.6,10.4,20.6,22
246,28.5,33.2,26,1001.3,82,1.9,15,25.9,24.291666666666668
247,27.8,33.2,25,1000.3,85,2.1,9.3,20.6,25
248,26.6,32.5,24.6,1000.1,89,1.9,8.3,25.9,23.416666666666668
249,28.6,32.2,23.6,1002.5,81,1.9,2,7.6,47
250,30.9,34.7,25.7,1003.5,73,1.9,1.3,5.4,74
251,31.2,36,26.4,1003.3,72,1.9,3.5,13,41
252,30.8,36,26.8,1002.5,76,1.9,1.9,11.1,50
253,28.7,36,26.6,1003.3,82,1.9,4.8,13,44
254,26.5,29.1,25.2,1005.7,89,1.1,3.5,13,66
255,28.5,33.6,23,1005.1,77,1.9,1.7,9.4,62
256,29.3,34.1,23.5,1004.1,73,1.8,4.3,11.1,58
257,29,34.8,24.6,1004.3,71,1.9,6.7,14.8,57
258,29.8,34.9,22.5,1004.2,68,2.6,6.7,18.3,38
259,30.6,34.9,26,1002.4,70,1.9,6.3,20.6,57
260,30.6,35.5,25.6,1002.1,67,2.7,7.4,18.3,50
261,30.5,35.7,25.2,1003.8,67,1.9,6.7,18.3,50
262,31,36.3,25.3,1003.5,62,3.1,4.3,14.8,47
263,31,36.3,26,1002.8,61,2.3,4.4,11.1,56
264,30.4,36.2,25.2,1003.6,61,2.6,5.6,14.8,54
265,30.6,36,25,1004.5,57,2.6,13.3,29.4,42
266,30.8,35.7,26,1004,54,3.7,11.1,25.9,41
267,29.6,36,24.4,1006.3,59,2.6,8.1,25.9,42.375
268,30,35.8,24.2,1007.7,58,2.6,9.6,18.3,45
269,30.1,35.7,24,1008.1,57,2.4,5.7,16.5,52
270,30.7,36.3,25.4,1009.2,54,3.1,8.9,16.5,43
271,30.4,36.3,25.1,1009.6,55,2.7,7.2,14.8,41
272,30.4,36.4,24.9,1009.1,55,2.9,7.4,18.3,44
273,30.6,37.2,24,1009.4,55,2.4,6.7,18.3,49
274,31,36.9,24.3,1010.1,54,3.1,3.1,11.1,41.958333333333336
280,30.9,37.2,24.5,1008.3,65,1.6,1.1,5.4,45.75
281,29.6,35.2,24.9,1009.9,59,1.9,3,20.6,70
282,27.6,34.6,22.2,1010,56,2.3,3.3,11.1,51
283,27,34.6,20.3,1008.7,62,1.9,3.1,14.8,66.75
284,25.7,34,19.8,1008.5,62,1.4,4.3,25.9,39.958333333333336
287,24.4,33.6,21.4,1011,75,1.9,5.4,14.8,11.583333333333334
288,24.5,30.4,19.6,1014.8,73,2.1,3.1,7.6,13
289,23.2,30.6,16.2,1014.1,62,2.6,4.8,18.3,7.875
290,24.9,31.6,15.6,1013.8,53,1.6,3.1,7.6,33.541666666666664
291,24.1,31.6,16.5,1012.8,60,1.6,2.6,11.1,151
292,23.8,31.5,16.5,1012.5,61,1.4,4.3,11.1,156
293,24.7,32.3,16.6,1013.3,60,1.8,4.4,14.8,156.0
294,25.4,33.3,18,1014.5,60,1.4,2,5.4,151.79166666666666
295,25.7,34.3,18,1014.5,67,1.1,0.4,3.5,181
296,25.3,34.3,18.2,1012.8,69,1,0.9,7.6,219.95833333333334
297,25.5,33.2,19,1011.8,72,1.3,1.9,7.6,231.0
298,25.4,33.1,18.6,1012.3,71,1,0.9,3.5,252
299,25.1,32.3,19.4,1014.9,69,1.4,2,9.4,119
300,24.9,32.6,19.5,1013.7,67,1.4,1.9,9.4,126
301,25,32.6,17.9,1011.9,69,1,2.6,9.4,172
302,24.9,31.7,19.8,1012.3,70,1.1,1.7,13,207
303,24,32.1,17.8,1012.2,64,1.1,1.9,7.6,230
304,23.2,32.1,16,1013.7,62,1,3.7,11.1,232
305,22.5,29.3,16.6,1014,57,1.3,5.4,11.1,215
306,22.7,31.1,15.8,1014.5,54,1.4,7.2,20.6,239
307,23.4,31.2,15,1013.4,58,1.1,4.1,14.8,196
308,23.7,31.8,16.8,1012.3,60,1.4,3.9,13,206
309,22.8,31.8,17,1012.6,62,1.1,4.6,14.8,235
310,23.2,30.6,16.4,1011.6,61,1.4,6.3,14.8,199
311,23.9,31.7,16.6,1012.9,69,1,2.4,11.1,232
312,24,32.1,17.1,1014.6,69,1.3,1.7,9.4,185
313,24.2,31.6,17.2,1015.3,62,1.1,4.3,11.1,282
314,21.3,29.5,14.6,1014,57,1.3,3.5,9.4,226
315,19.1,29.5,11.2,1014.8,58,1.1,2.2,13,222
316,19.4,28.5,10.9,1015.9,57,0.8,2.2,11.1,317
317,18.5,27.6,11.7,1016.6,56,1.3,3.3,11.1,257.6666666666667
318,18.3,27.6,9,1016.4,48,1.3,7.4,22.2,166
319,18.6,27.5,10.6,1014.8,51,1.3,2.8,11.1,135
320,18.3,27.6,9.4,1015.2,51,1.8,2.6,11.1,133
321,17.6,27.6,9.1,1016.2,56,1.4,2.8,14.8,175
322,17.7,28.1,8.6,1017.7,57,1.4,2,7.6,189
323,17.6,28.8,8.5,1016.6,59,1.3,1.1,9.4,211.45833333333334
324,18.4,28.8,11.7,1014.9,58,1.4,3.7,9.4,215
325,17.2,27.8,9.8,1014.1,64,1,2,11.1,223
326,17.6,27.6,8.8,1013.6,61,1.4,1.7,7.6,187.54166666666666
327,17,27.8,8.8,1014.8,59,1.1,1.5,11.1,198
328,16.8,27.8,8.5,1015.9,58,1.4,4.3,9.4,156
329,16.4,26.6,8,1015,57,1.3,2.6,14.8,135
330,17.4,26.7,9,1011.2,55,1.4,6.3,14.8,152
335,20.1,30,11.4,1013.8,47,1.8,8.9,22.2,46.708333333333336
336,20.1,29,13.8,1014.3,52,1.9,7.2,22.2,91
337,20.3,28.1,14,1013.6,52,1.9,9.3,22.2,99.91666666666667
338,19.8,32.5,12.6,1015.8,55,1.4,3.9,11.1,113
339,17.8,27.8,10,1017.3,62,1.4,2.6,13,166
340,18.3,27.5,10.6,1016.3,54,1.9,4.8,11.1,146
341,17.2,27.4,10.5,1014.9,52,1.6,4.8,14.8,119
342,17.1,26.3,10.2,1015.1,54,1.6,2.8,11.1,110
344,14.5,28.9,8.6,1017.6,49,2.1,4.6,22.2,161
345,13.3,23.8,6.6,1017.5,56,1.4,2.8,13,169
346,16.7,30.4,5.1,1016.9,56,1.3,0.6,3.5,216.79166666666666
347,15.8,22.3,10.4,1016.2,77,1,8.9,14.8,203
348,15,20.8,13.2,1016.8,93,1.1,3.5,9.4,25.083333333333332
349,14.2,20,10.4,1019.2,82,1.6,1.9,9.4,57.083333333333336
350,14,19.3,9,1021.4,80,1.1,4.6,9.4,152
351,12.9,19.6,9.2,1020.4,76,1,6.5,14.8,177
352,11.7,19.6,7.4,1021.4,82,0.6,3,11.1,239
353,11.7,17.6,7.4,1022.3,85,0.3,0.4,3.5,349
354,11.3,17.5,7.2,1018.8,81,0.8,5.7,13,188
355,9.5,17.5,5.6,1018.1,84,0.5,0.9,3.5,310
356,9.4,15.8,4.2,1017,89,0.3,1.3,3.5,375
357,9.6,16.3,6,1017.8,83,0.5,1.7,9.4,297
358,9.6,15.9,5,1021.2,86,0.3,3.5,9.4,441
359,9.3,16,6,1020,85,0.6,8.1,14.8,204.375
360,10.8,17,6.3,1017.7,82,0.8,7.8,11.1,223
361,10.4,19.2,4.8,1018.6,71,0.8,2.8,11.1,248
362,8.9,18.3,2.6,1019.9,88,0.2,0.7,5.4,441
363,11.1,21.2,4.8,1017.2,74,0.6,1.5,11.1,237
364,11.6,21.2,4.5,1014.8,74,0.6,2.6,9.4,334
